Landscape,Site,Acres,Species,Lbs,Oz,G,Lbs.Sp,Lbs.Acre.Sp,Total.Lbs,Total.Lbs.Acre,RelAbund.Lbs
MI,ELF_Bohunk2,2.652289,Oenothera.biennis,NA,NA,NA,0.497304188,0.1875,30.51790031,11.50625,0.016295492
MI,ELF_Bohunk2,2.652289,Panicum.virgatum,NA,NA,NA,1.3261445,0.5,30.51790031,11.50625,0.043454644
MI,ELF_Bohunk2,2.652289,Penstemon.digitalis,NA,NA,NA,0.165768063,0.0625,30.51790031,11.50625,0.005431831
MI,ELF_Bohunk2,2.652289,Ratibida.pinnata,NA,NA,NA,0.497304188,0.1875,30.51790031,11.50625,0.016295492
MI,ELF_Bohunk2,2.652289,Rudbeckia.hirta,NA,NA,NA,0.248652094,0.09375,30.51790031,11.50625,0.008147746
MI,ELF_Bohunk2,2.652289,Rudbeckia.subtomentosa,NA,NA,NA,0.082884031,0.03125,30.51790031,11.50625,0.002715915
MI,ELF_Bohunk2,2.652289,Rudbeckia.triloba,NA,NA,NA,0.497304188,0.1875,30.51790031,11.50625,0.016295492
MI,ELF_Bohunk2,2.652289,Schizachyrium.scoparium,NA,NA,NA,5.96765025,2.25,30.51790031,11.50625,0.195545899
MI,ELF_Bohunk2,2.652289,Solidago.rigida,NA,NA,NA,0.331536125,0.125,30.51790031,11.50625,0.010863661
MI,ELF_Bohunk2,2.652289,Solidago.speciosa,NA,NA,NA,0.033153613,0.0125,30.51790031,11.50625,0.001086366
MI,ELF_Bohunk2,2.652289,Sorghastrum.nutans,NA,NA,NA,3.1827468,1.2,30.51790031,11.50625,0.104291146
MI,ELF_Bohunk2,2.652289,Tradescantia.ohiensis,NA,NA,NA,0.033153613,0.0125,30.51790031,11.50625,0.001086366
MI,ELF_Bohunk2,2.652289,Verbena.stricta,NA,NA,NA,0.497304188,0.1875,30.51790031,11.50625,0.016295492
MI,ELF_Bohunk2,2.652289,Zizia.aptera,NA,NA,NA,0.016576806,0.00625,30.51790031,11.50625,0.000543183
MI,ELF_Bohunk2,2.652289,Zizia.aurea,NA,NA,NA,0.116037644,0.04375,30.51790031,11.50625,0.003802281
MI,ELF_ELI,4.5668,Achillea.millefolium,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Agastache.foeniculum,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Andropogon.gerardii,NA,NA,NA,6.8502,1.5,45.5823725,9.98125,0.150281778
MI,ELF_ELI,4.5668,Aquilegia.canadensis,NA,NA,NA,0.1427125,0.03125,45.5823725,9.98125,0.00313087
MI,ELF_ELI,4.5668,Asclepias.syriaca,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Asclepias.tuberosa,NA,NA,NA,0.1427125,0.03125,45.5823725,9.98125,0.00313087
MI,ELF_ELI,4.5668,Symphyotrichum.laeve,NA,NA,NA,0.0285425,0.00625,45.5823725,9.98125,0.000626174
MI,ELF_ELI,4.5668,Symphyotrichum.novae-angliae,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Symphyotrichum.urophyllum,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Astragalus.canadensis,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Bouteloua.curtipendula,NA,NA,NA,1.71255,0.375,45.5823725,9.98125,0.037570445
MI,ELF_ELI,4.5668,Brickellia.eupatorioides,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Chamaecrista.fasciculata,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Coreopsis.lanceolata,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Dalea.candida,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Dalea.purpurea,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Desmodium.canadense,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Echinacea.pallida,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Echinacea.purpurea,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Elymus.canadensis,NA,NA,NA,4.5668,1,45.5823725,9.98125,0.100187852
MI,ELF_ELI,4.5668,Eryngium.yuccifolium,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Heliopsis.helianthoides,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Lespedeza.capitata,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Lupinus.perennis,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Monarda.fistulosa,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Oenothera.biennis,NA,NA,NA,1.1417,0.25,45.5823725,9.98125,0.025046963
MI,ELF_ELI,4.5668,Panicum.virgatum,NA,NA,NA,0.4281375,0.09375,45.5823725,9.98125,0.009392611
MI,ELF_ELI,4.5668,Penstemon.digitalis,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Ratibida.pinnata,NA,NA,NA,1.1417,0.25,45.5823725,9.98125,0.025046963
MI,ELF_ELI,4.5668,Rudbeckia.hirta,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Rudbeckia.subtomentosa,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Rudbeckia.triloba,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Schizachyrium.scoparium,NA,NA,NA,6.8502,1.5,45.5823725,9.98125,0.150281778
MI,ELF_ELI,4.5668,Silphium.integrifolium,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Silphium.laciniatum,NA,NA,NA,0.285425,0.0625,45.5823725,9.98125,0.006261741
MI,ELF_ELI,4.5668,Solidago.rigida,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_ELI,4.5668,Solidago.speciosa,NA,NA,NA,0.0285425,0.00625,45.5823725,9.98125,0.000626174
MI,ELF_ELI,4.5668,Sorghastrum.nutans,NA,NA,NA,6.8502,1.5,45.5823725,9.98125,0.150281778
MI,ELF_ELI,4.5668,Verbena.stricta,NA,NA,NA,0.856275,0.1875,45.5823725,9.98125,0.018785222
MI,ELF_ELI,4.5668,Zizia.aurea,NA,NA,NA,0.57085,0.125,45.5823725,9.98125,0.012523482
MI,ELF_Gench,4.366908,Allium.cernuum,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Andropogon.gerardii,NA,NA,NA,5.458635,1.25,43.73731294,10.015625,0.124804992
MI,ELF_Gench,4.366908,Asclepias.syriaca,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Asclepias.tuberosa,NA,NA,NA,0.136465875,0.03125,43.73731294,10.015625,0.003120125
MI,ELF_Gench,4.366908,Symphyotrichum.novae-angliae,NA,NA,NA,0.5458635,0.125,43.73731294,10.015625,0.012480499
MI,ELF_Gench,4.366908,Symphyotrichum.oolentangiense,NA,NA,NA,1.091727,0.25,43.73731294,10.015625,0.024960998
MI,ELF_Gench,4.366908,Baptisia.lactea,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Bouteloua.curtipendula,NA,NA,NA,2.183454,0.5,43.73731294,10.015625,0.049921997
MI,ELF_Gench,4.366908,Bromus.kalmii,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Carex.bicknellii,NA,NA,NA,0.136465875,0.03125,43.73731294,10.015625,0.003120125
MI,ELF_Gench,4.366908,Chamaecrista.fasciculata,NA,NA,NA,1.36465875,0.3125,43.73731294,10.015625,0.031201248
MI,ELF_Gench,4.366908,Coreopsis.lanceolata,NA,NA,NA,1.36465875,0.3125,43.73731294,10.015625,0.031201248
MI,ELF_Gench,4.366908,Dalea.purpurea,NA,NA,NA,1.36465875,0.3125,43.73731294,10.015625,0.031201248
MI,ELF_Gench,4.366908,Desmanthus.illinoensis,NA,NA,NA,1.091727,0.25,43.73731294,10.015625,0.024960998
MI,ELF_Gench,4.366908,Echinacea.pallida,NA,NA,NA,1.091727,0.25,43.73731294,10.015625,0.024960998
MI,ELF_Gench,4.366908,Echinacea.purpurea,NA,NA,NA,0.81879525,0.1875,43.73731294,10.015625,0.018720749
MI,ELF_Gench,4.366908,Elymus.canadensis,NA,NA,NA,4.366908,1,43.73731294,10.015625,0.099843994
MI,ELF_Gench,4.366908,Eryngium.yuccifolium,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Heliopsis.helianthoides,NA,NA,NA,0.955261125,0.21875,43.73731294,10.015625,0.021840874
MI,ELF_Gench,4.366908,Lespedeza.capitata,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Liatris.cylindracea,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Liatris.pycnostachya,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Lupinus.perennis,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Monarda.fistulosa,NA,NA,NA,0.136465875,0.03125,43.73731294,10.015625,0.003120125
MI,ELF_Gench,4.366908,Oenothera.biennis,NA,NA,NA,0.81879525,0.1875,43.73731294,10.015625,0.018720749
MI,ELF_Gench,4.366908,Panicum.virgatum,NA,NA,NA,0.81879525,0.1875,43.73731294,10.015625,0.018720749
MI,ELF_Gench,4.366908,Parthenium.integrifolium,NA,NA,NA,0.068232938,0.015625,43.73731294,10.015625,0.001560062
MI,ELF_Gench,4.366908,Ratibida.pinnata,NA,NA,NA,1.36465875,0.3125,43.73731294,10.015625,0.031201248
MI,ELF_Gench,4.366908,Rudbeckia.hirta,NA,NA,NA,1.36465875,0.3125,43.73731294,10.015625,0.031201248
MI,ELF_Gench,4.366908,Rudbeckia.triloba,NA,NA,NA,1.091727,0.25,43.73731294,10.015625,0.024960998
MI,ELF_Gench,4.366908,Schizachyrium.scoparium,NA,NA,NA,6.550362,1.5,43.73731294,10.015625,0.149765991
MI,ELF_Gench,4.366908,Senna.hebecarpa,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Silphium.integrifolium,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Silphium.laciniatum,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Silphium.perfoliatum,NA,NA,NA,0.27293175,0.0625,43.73731294,10.015625,0.00624025
MI,ELF_Gench,4.366908,Solidago.rigida,NA,NA,NA,0.409397625,0.09375,43.73731294,10.015625,0.009360374
MI,ELF_Gench,4.366908,Sorghastrum.nutans,NA,NA,NA,4.366908,1,43.73731294,10.015625,0.099843994
MI,ELF_Gench,4.366908,Tradescantia.ohiensis,NA,NA,NA,0.136465875,0.03125,43.73731294,10.015625,0.003120125
MI,ELF_Gench,4.366908,Verbena.stricta,NA,NA,NA,1.091727,0.25,43.73731294,10.015625,0.024960998
MI,ELF_GenchAgNE,4.1,Achillea.millefolium,NA,NA,NA,0.384375,0.09375,23.3828125,5.703125,0.016438356
MI,ELF_GenchAgNE,4.1,Andropogon.gerardii,NA,NA,NA,3.5875,0.875,23.3828125,5.703125,0.153424658
MI,ELF_GenchAgNE,4.1,Asclepias.incarnata,NA,NA,NA,0.4484375,0.109375,23.3828125,5.703125,0.019178082
MI,ELF_GenchAgNE,4.1,Asclepias.syriaca,NA,NA,NA,0.5125,0.125,23.3828125,5.703125,0.021917808
MI,ELF_GenchAgNE,4.1,Symphyotrichum.novae-angliae,NA,NA,NA,0.0640625,0.015625,23.3828125,5.703125,0.002739726
MI,ELF_GenchAgNE,4.1,Chamaecrista.fasciculata,NA,NA,NA,1.025,0.25,23.3828125,5.703125,0.043835616
MI,ELF_GenchAgNE,4.1,Coreopsis.lanceolata,NA,NA,NA,1.025,0.25,23.3828125,5.703125,0.043835616
MI,ELF_GenchAgNE,4.1,Elymus.canadensis,NA,NA,NA,3.075,0.75,23.3828125,5.703125,0.131506849
MI,ELF_GenchAgNE,4.1,Heliopsis.helianthoides,NA,NA,NA,0.76875,0.1875,23.3828125,5.703125,0.032876712
MI,ELF_GenchAgNE,4.1,Oenothera.biennis,NA,NA,NA,0.76875,0.1875,23.3828125,5.703125,0.032876712
MI,ELF_GenchAgNE,4.1,Panicum.virgatum,NA,NA,NA,3.075,0.75,23.3828125,5.703125,0.131506849
MI,ELF_GenchAgNE,4.1,Ratibida.pinnata,NA,NA,NA,1.5375,0.375,23.3828125,5.703125,0.065753425
MI,ELF_GenchAgNE,4.1,Rudbeckia.fulgida,NA,NA,NA,0.1921875,0.046875,23.3828125,5.703125,0.008219178
MI,ELF_GenchAgNE,4.1,Schizachyrium.scoparium,NA,NA,NA,3.075,0.75,23.3828125,5.703125,0.131506849
MI,ELF_GenchAgNE,4.1,Sorghastrum.nutans,NA,NA,NA,2.5625,0.625,23.3828125,5.703125,0.109589041
MI,ELF_GenchAgNE,4.1,Verbena.stricta,NA,NA,NA,0.384375,0.09375,23.3828125,5.703125,0.016438356
MI,ELF_GenchAgNE,4.1,Zizia.aurea,NA,NA,NA,0.896875,0.21875,23.3828125,5.703125,0.038356164
MI,ELF_GenchAgNW,3.5,Achillea.millefolium,NA,NA,NA,0.2734375,0.078125,32.178125,9.19375,0.008497621
MI,ELF_GenchAgNW,3.5,Agastache.nepetoides,NA,NA,NA,0.109375,0.03125,32.178125,9.19375,0.003399048
MI,ELF_GenchAgNW,3.5,Andropogon.gerardii,NA,NA,NA,3.5,1,32.178125,9.19375,0.108769545
MI,ELF_GenchAgNW,3.5,Apocynum.cannabinum,NA,NA,NA,0.109375,0.03125,32.178125,9.19375,0.003399048
MI,ELF_GenchAgNW,3.5,Asclepias.incarnata,NA,NA,NA,0.3828125,0.109375,32.178125,9.19375,0.011896669
MI,ELF_GenchAgNW,3.5,Asclepias.syriaca,NA,NA,NA,0.765625,0.21875,32.178125,9.19375,0.023793338
MI,ELF_GenchAgNW,3.5,Asclepias.tuberosa,NA,NA,NA,0.109375,0.03125,32.178125,9.19375,0.003399048
MI,ELF_GenchAgNW,3.5,Symphyotrichum.novae-angliae,NA,NA,NA,0.109375,0.03125,32.178125,9.19375,0.003399048
MI,ELF_GenchAgNW,3.5,Bouteloua.curtipendula,NA,NA,NA,1.75,0.5,32.178125,9.19375,0.054384772
MI,ELF_GenchAgNW,3.5,Arnoglossum.atriplicifolium,NA,NA,NA,0.21875,0.0625,32.178125,9.19375,0.006798097
MI,ELF_GenchAgNW,3.5,Campanulastrum.americanum,NA,NA,NA,0.1640625,0.046875,32.178125,9.19375,0.005098572
MI,ELF_GenchAgNW,3.5,Chamaecrista.fasciculata,NA,NA,NA,0.875,0.25,32.178125,9.19375,0.027192386
MI,ELF_GenchAgNW,3.5,Cirsium.discolor,NA,NA,NA,0.1640625,0.046875,32.178125,9.19375,0.005098572
MI,ELF_GenchAgNW,3.5,Coreopsis.lanceolata,NA,NA,NA,0.4375,0.125,32.178125,9.19375,0.013596193
MI,ELF_GenchAgNW,3.5,Desmodium.canadense,NA,NA,NA,0.328125,0.09375,32.178125,9.19375,0.010197145
MI,ELF_GenchAgNW,3.5,Elymus.canadensis,NA,NA,NA,3.5,1,32.178125,9.19375,0.108769545
MI,ELF_GenchAgNW,3.5,Elymus.virginicus,NA,NA,NA,3.5,1,32.178125,9.19375,0.108769545
MI,ELF_GenchAgNW,3.5,Helianthus.maximiliani,NA,NA,NA,0.65625,0.1875,32.178125,9.19375,0.02039429
MI,ELF_GenchAgNW,3.5,Helianthus.strumosus,NA,NA,NA,0.4375,0.125,32.178125,9.19375,0.013596193
MI,ELF_GenchAgNW,3.5,Heliopsis.helianthoides,NA,NA,NA,0.65625,0.1875,32.178125,9.19375,0.02039429
MI,ELF_GenchAgNW,3.5,Koeleria.macrantha,NA,NA,NA,0.1640625,0.046875,32.178125,9.19375,0.005098572
MI,ELF_GenchAgNW,3.5,Lespedeza.capitata,NA,NA,NA,0.328125,0.09375,32.178125,9.19375,0.010197145
MI,ELF_GenchAgNW,3.5,Monarda.fistulosa,NA,NA,NA,0.3828125,0.109375,32.178125,9.19375,0.011896669
MI,ELF_GenchAgNW,3.5,Oenothera.biennis,NA,NA,NA,0.546875,0.15625,32.178125,9.19375,0.016995241
MI,ELF_GenchAgNW,3.5,Panicum.virgatum,NA,NA,NA,2.1875,0.625,32.178125,9.19375,0.067980965
MI,ELF_GenchAgNW,3.5,Penstemon.hirsutus,NA,NA,NA,0.13125,0.0375,32.178125,9.19375,0.004078858
MI,ELF_GenchAgNW,3.5,Ratibida.pinnata,NA,NA,NA,1.3125,0.375,32.178125,9.19375,0.040788579
MI,ELF_GenchAgNW,3.5,Rudbeckia.fulgida,NA,NA,NA,0.4375,0.125,32.178125,9.19375,0.013596193
MI,ELF_GenchAgNW,3.5,Rudbeckia.triloba,NA,NA,NA,0.1640625,0.046875,32.178125,9.19375,0.005098572
MI,ELF_GenchAgNW,3.5,Schizachyrium.scoparium,NA,NA,NA,3.5,1,32.178125,9.19375,0.108769545
MI,ELF_GenchAgNW,3.5,Sorghastrum.nutans,NA,NA,NA,3.0625,0.875,32.178125,9.19375,0.095173351
MI,ELF_GenchAgNW,3.5,Verbena.hastata,NA,NA,NA,0.328125,0.09375,32.178125,9.19375,0.010197145
MI,ELF_GenchAgNW,3.5,Verbena.stricta,NA,NA,NA,0.3828125,0.109375,32.178125,9.19375,0.011896669
MI,ELF_GenchAgNW,3.5,Vernonia.missurica,NA,NA,NA,0.109375,0.03125,32.178125,9.19375,0.003399048
MI,ELF_GenchAgNW,3.5,Zizia.aurea,NA,NA,NA,1.09375,0.3125,32.178125,9.19375,0.033990483
MI,ELF_GenchAgSE,7,Achillea.millefolium,NA,NA,NA,0.65625,0.09375,39.921875,5.703125,0.016438356
MI,ELF_GenchAgSE,7,Andropogon.gerardii,NA,NA,NA,6.125,0.875,39.921875,5.703125,0.153424658
MI,ELF_GenchAgSE,7,Asclepias.incarnata,NA,NA,NA,0.765625,0.109375,39.921875,5.703125,0.019178082
MI,ELF_GenchAgSE,7,Asclepias.syriaca,NA,NA,NA,0.875,0.125,39.921875,5.703125,0.021917808
MI,ELF_GenchAgSE,7,Symphyotrichum.novae-angliae,NA,NA,NA,0.109375,0.015625,39.921875,5.703125,0.002739726
MI,ELF_GenchAgSE,7,Chamaecrista.fasciculata,NA,NA,NA,1.75,0.25,39.921875,5.703125,0.043835616
MI,ELF_GenchAgSE,7,Coreopsis.lanceolata,NA,NA,NA,1.75,0.25,39.921875,5.703125,0.043835616
MI,ELF_GenchAgSE,7,Elymus.canadensis,NA,NA,NA,5.25,0.75,39.921875,5.703125,0.131506849
MI,ELF_GenchAgSE,7,Heliopsis.helianthoides,NA,NA,NA,1.3125,0.1875,39.921875,5.703125,0.032876712
MI,ELF_GenchAgSE,7,Oenothera.biennis,NA,NA,NA,1.3125,0.1875,39.921875,5.703125,0.032876712
MI,ELF_GenchAgSE,7,Panicum.virgatum,NA,NA,NA,5.25,0.75,39.921875,5.703125,0.131506849
MI,ELF_GenchAgSE,7,Ratibida.pinnata,NA,NA,NA,2.625,0.375,39.921875,5.703125,0.065753425
MI,ELF_GenchAgSE,7,Rudbeckia.fulgida,NA,NA,NA,0.328125,0.046875,39.921875,5.703125,0.008219178
MI,ELF_GenchAgSE,7,Schizachyrium.scoparium,NA,NA,NA,5.25,0.75,39.921875,5.703125,0.131506849
MI,ELF_GenchAgSE,7,Sorghastrum.nutans,NA,NA,NA,4.375,0.625,39.921875,5.703125,0.109589041
MI,ELF_GenchAgSE,7,Verbena.stricta,NA,NA,NA,0.65625,0.09375,39.921875,5.703125,0.016438356
MI,ELF_GenchAgSE,7,Zizia.aurea,NA,NA,NA,1.53125,0.21875,39.921875,5.703125,0.038356164
MI,ELF_GenchAgSW,7,Achillea.millefolium,NA,NA,NA,0.65625,0.09375,39.921875,5.703125,0.016438356
MI,ELF_GenchAgSW,7,Andropogon.gerardii,NA,NA,NA,6.125,0.875,39.921875,5.703125,0.153424658
MI,ELF_GenchAgSW,7,Asclepias.incarnata,NA,NA,NA,0.765625,0.109375,39.921875,5.703125,0.019178082
MI,ELF_GenchAgSW,7,Asclepias.syriaca,NA,NA,NA,0.875,0.125,39.921875,5.703125,0.021917808
MI,ELF_GenchAgSW,7,Symphyotrichum.novae-angliae,NA,NA,NA,0.109375,0.015625,39.921875,5.703125,0.002739726
MI,ELF_GenchAgSW,7,Chamaecrista.fasciculata,NA,NA,NA,1.75,0.25,39.921875,5.703125,0.043835616
MI,ELF_GenchAgSW,7,Coreopsis.lanceolata,NA,NA,NA,1.75,0.25,39.921875,5.703125,0.043835616
MI,ELF_GenchAgSW,7,Elymus.canadensis,NA,NA,NA,5.25,0.75,39.921875,5.703125,0.131506849
MI,ELF_GenchAgSW,7,Heliopsis.helianthoides,NA,NA,NA,1.3125,0.1875,39.921875,5.703125,0.032876712
MI,ELF_GenchAgSW,7,Oenothera.biennis,NA,NA,NA,1.3125,0.1875,39.921875,5.703125,0.032876712
MI,ELF_GenchAgSW,7,Panicum.virgatum,NA,NA,NA,5.25,0.75,39.921875,5.703125,0.131506849
MI,ELF_GenchAgSW,7,Ratibida.pinnata,NA,NA,NA,2.625,0.375,39.921875,5.703125,0.065753425
MI,ELF_GenchAgSW,7,Rudbeckia.fulgida,NA,NA,NA,0.328125,0.046875,39.921875,5.703125,0.008219178
MI,ELF_GenchAgSW,7,Schizachyrium.scoparium,NA,NA,NA,5.25,0.75,39.921875,5.703125,0.131506849
MI,ELF_GenchAgSW,7,Sorghastrum.nutans,NA,NA,NA,4.375,0.625,39.921875,5.703125,0.109589041
MI,ELF_GenchAgSW,7,Verbena.stricta,NA,NA,NA,0.65625,0.09375,39.921875,5.703125,0.016438356
MI,ELF_GenchAgSW,7,Zizia.aurea,NA,NA,NA,1.53125,0.21875,39.921875,5.703125,0.038356164
MI,ELF_HQAddition,3.5,Agastache.foeniculum,NA,NA,NA,0.109375,0.03125,31.2571875,8.930625,0.003499195
MI,ELF_HQAddition,3.5,Aquilegia.canadensis,NA,NA,NA,0.04375,0.0125,31.2571875,8.930625,0.001399678
MI,ELF_HQAddition,3.5,Asclepias.syriaca,NA,NA,NA,0.875,0.25,31.2571875,8.930625,0.027993561
MI,ELF_HQAddition,3.5,Asclepias.tuberosa,NA,NA,NA,0.328125,0.09375,31.2571875,8.930625,0.010497586
MI,ELF_HQAddition,3.5,Symphyotrichum.laeve,NA,NA,NA,0.13125,0.0375,31.2571875,8.930625,0.004199034
MI,ELF_HQAddition,3.5,Symphyotrichum.novae-angliae,NA,NA,NA,0.021875,0.00625,31.2571875,8.930625,0.000699839
MI,ELF_HQAddition,3.5,Symphyotrichum.urophyllum,NA,NA,NA,0.2625,0.075,31.2571875,8.930625,0.008398068
MI,ELF_HQAddition,3.5,Astragalus.canadensis,NA,NA,NA,0.21875,0.0625,31.2571875,8.930625,0.00699839
MI,ELF_HQAddition,3.5,Baptisia.lactea,NA,NA,NA,1.3125,0.375,31.2571875,8.930625,0.041990342
MI,ELF_HQAddition,3.5,Bouteloua.curtipendula,NA,NA,NA,0.984375,0.28125,31.2571875,8.930625,0.031492757
MI,ELF_HQAddition,3.5,Brickellia.eupatorioides,NA,NA,NA,0.065625,0.01875,31.2571875,8.930625,0.002099517
MI,ELF_HQAddition,3.5,Carex.bicknellii,NA,NA,NA,0.065625,0.01875,31.2571875,8.930625,0.002099517
MI,ELF_HQAddition,3.5,Carex.molesta,NA,NA,NA,0.109375,0.03125,31.2571875,8.930625,0.003499195
MI,ELF_HQAddition,3.5,Chamaecrista.fasciculata,NA,NA,NA,1.53125,0.4375,31.2571875,8.930625,0.048988733
MI,ELF_HQAddition,3.5,Coreopsis.lanceolata,NA,NA,NA,0.21875,0.0625,31.2571875,8.930625,0.00699839
MI,ELF_HQAddition,3.5,Coreopsis.tripteris,NA,NA,NA,0.021875,0.00625,31.2571875,8.930625,0.000699839
MI,ELF_HQAddition,3.5,Dalea.purpurea,NA,NA,NA,0.30625,0.0875,31.2571875,8.930625,0.009797747
MI,ELF_HQAddition,3.5,Echinacea.pallida,NA,NA,NA,0.4375,0.125,31.2571875,8.930625,0.013996781
MI,ELF_HQAddition,3.5,Echinacea.purpurea,NA,NA,NA,0.4375,0.125,31.2571875,8.930625,0.013996781
MI,ELF_HQAddition,3.5,Elymus.canadensis,NA,NA,NA,2.625,0.75,31.2571875,8.930625,0.083980684
MI,ELF_HQAddition,3.5,Eryngium.yuccifolium,NA,NA,NA,0.4375,0.125,31.2571875,8.930625,0.013996781
MI,ELF_HQAddition,3.5,Ageratina.altissima,NA,NA,NA,0.109375,0.03125,31.2571875,8.930625,0.003499195
MI,ELF_HQAddition,3.5,Gentiana.alba,NA,NA,NA,0.13125,0.0375,31.2571875,8.930625,0.004199034
MI,ELF_HQAddition,3.5,Helianthus.occidentalis,NA,NA,NA,0.21875,0.0625,31.2571875,8.930625,0.00699839
MI,ELF_HQAddition,3.5,Heliopsis.helianthoides,NA,NA,NA,0.65625,0.1875,31.2571875,8.930625,0.020995171
MI,ELF_HQAddition,3.5,Heuchera.richardsonii,NA,NA,NA,0.021875,0.00625,31.2571875,8.930625,0.000699839
MI,ELF_HQAddition,3.5,Juncus.tenuis,NA,NA,NA,0.13125,0.0375,31.2571875,8.930625,0.004199034
MI,ELF_HQAddition,3.5,Koeleria.macrantha,NA,NA,NA,0.13125,0.0375,31.2571875,8.930625,0.004199034
MI,ELF_HQAddition,3.5,Lespedeza.capitata,NA,NA,NA,0.109375,0.03125,31.2571875,8.930625,0.003499195
MI,ELF_HQAddition,3.5,Lupinus.perennis,NA,NA,NA,1.09375,0.3125,31.2571875,8.930625,0.034991952
MI,ELF_HQAddition,3.5,Monarda.fistulosa,NA,NA,NA,0.109375,0.03125,31.2571875,8.930625,0.003499195
MI,ELF_HQAddition,3.5,Oenothera.biennis,NA,NA,NA,0.21875,0.0625,31.2571875,8.930625,0.00699839
MI,ELF_HQAddition,3.5,Panicum.virgatum,NA,NA,NA,0.65625,0.1875,31.2571875,8.930625,0.020995171
MI,ELF_HQAddition,3.5,Penstemon.digitalis,NA,NA,NA,0.21875,0.0625,31.2571875,8.930625,0.00699839
MI,ELF_HQAddition,3.5,Drymocallis.arguta,NA,NA,NA,0.153125,0.04375,31.2571875,8.930625,0.004898873
MI,ELF_HQAddition,3.5,Ratibida.pinnata,NA,NA,NA,0.153125,0.04375,31.2571875,8.930625,0.004898873
MI,ELF_HQAddition,3.5,Rudbeckia.hirta,NA,NA,NA,0.4375,0.125,31.2571875,8.930625,0.013996781
